Species,Family,Order,Class,temp,mass,replicate,ref,,,
Drosophila ananassae  ,Drosophilidae,Diptera,Insecta,17,1.621,D97A, David et al.( 1997)  ,,,
Drosophila ananassae  ,Drosophilidae,Diptera,Insecta,21,1.56,D97A, David et al.( 1997)  ,,,
Drosophila ananassae  ,Drosophilidae,Diptera,Insecta,25,1.487,D97A, David et al.( 1997)  ,,,
Drosophila ananassae  ,Drosophilidae,Diptera,Insecta,28,1.438,D97A, David et al.( 1997)  ,,,
Drosophila ananassae  ,Drosophilidae,Diptera,Insecta,31,1.3,D97A, David et al.( 1997)  ,,,
Drosophila buzzatii  ,Drosophilidae,Diptera,Insecta,15,0.446,dJ10B, de Jong(2010) ,,,
Drosophila buzzatii  ,Drosophilidae,Diptera,Insecta,16,0.398,dJ10B, de Jong(2010) ,,,
Drosophila buzzatii  ,Drosophilidae,Diptera,Insecta,17,0.408,dJ10B, de Jong(2010) ,,,
Drosophila buzzatii  ,Drosophilidae,Diptera,Insecta,18,0.418,dJ10B, de Jong(2010) ,,,
Drosophila buzzatii  ,Drosophilidae,Diptera,Insecta,22,0.379,dJ10B, de Jong(2010) ,,,
Drosophila buzzatii  ,Drosophilidae,Diptera,Insecta,25,0.353,dJ10B, de Jong(2010) ,,,
Drosophila buzzatii  ,Drosophilidae,Diptera,Insecta,28,0.351,dJ10B, de Jong(2010) ,,,
Drosophila buzzatii  ,Drosophilidae,Diptera,Insecta,30,0.323,dJ10B, de Jong(2010) ,,,
Drosophila buzzatii  ,Drosophilidae,Diptera,Insecta,32,0.301,dJ10B, de Jong(2010) ,,,
Drosophila equinoxialis  ,Drosophilidae,Diptera,Insecta,16,0.57,R60B, Ray(1960)  ,,,
Drosophila equinoxialis  ,Drosophilidae,Diptera,Insecta,19,0.58,R60B, Ray(1960)  ,,,
Drosophila equinoxialis  ,Drosophilidae,Diptera,Insecta,25,0.53,R60B, Ray(1960)  ,,,
Drosophila equinoxialis  ,Drosophilidae,Diptera,Insecta,29,0.46,R60B, Ray(1960)  ,,,
Drosophila kikkawai  ,Drosophilidae,Diptera,Insecta,12,1.759,D97D, David et al(1997)  ,,,
Drosophila kikkawai  ,Drosophilidae,Diptera,Insecta,15,1.869,D97D, David et al(1997)  ,,,
Drosophila kikkawai  ,Drosophilidae,Diptera,Insecta,17,1.835,D97D, David et al(1997)  ,,,
Drosophila kikkawai  ,Drosophilidae,Diptera,Insecta,21,1.695,D97D, David et al(1997)  ,,,
Drosophila kikkawai  ,Drosophilidae,Diptera,Insecta,25,1.545,D97D, David et al(1997)  ,,,
Drosophila kikkawai  ,Drosophilidae,Diptera,Insecta,28,1.371,D97D, David et al(1997)  ,,,
Drosophila kikkawai  ,Drosophilidae,Diptera,Insecta,30,1.267,D97D, David et al(1997)  ,,,
Drosophila kikkawai  ,Drosophilidae,Diptera,Insecta,31,1.264,D97D, David et al(1997)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,18,0.4448,CHG96A, Crill Huey & Gilchrist 1996 ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,0.396,CHG96A, Crill Huey & Gilchrist 1996 ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,12,1.48244,D94A, David et al. (1994  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,1.5207,D94A, David et al. (1994  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,17,1.50866,D94A, David et al. (1994  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,21,1.40007,D94A, David et al. (1994  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,1.27042,D94A, David et al. (1994  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,1.17425,D94A, David et al. (1994  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,1.07387,D94A, David et al. (1994  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,12,0.94493,DC67A, David & Clavel (1967  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,13,1.05649,DC67A, David & Clavel (1967  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,1.14671,DC67A, David & Clavel (1967  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,19,1.14257,DC67A, David & Clavel (1967  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,1.01046,DC67A, David & Clavel (1967  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,0.96578,DC67A, David & Clavel (1967  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,30,0.93758,DC67A, David & Clavel (1967  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,0.8286,DC67A, David & Clavel (1967  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,32,0.75522,DC67A, David & Clavel (1967  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,12,1.48203,DLM06A, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,1.5199,DLM06A, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,17,1.50854,DLM06A, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,21,1.39873,DLM06A, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,1.26999,DLM06A, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,1.17154,DLM06A, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,1.07309,DLM06A, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,12,1.47825,DLM06B, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,1.55019,DLM06B, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,17,1.51611,DLM06B, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,21,1.38737,DLM06B, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,1.24349,DLM06B, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,1.1829,DLM06B, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,1.06931,DLM06B, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,12,1.42145,DLM06C, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,1.51611,DLM06C, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,17,1.51611,DLM06C, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,21,1.31164,DLM06C, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,1.25863,DLM06C, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,1.16397,DLM06C, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,1.05795,DLM06C, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,12,1.67939,DLM06D, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,1.7344,DLM06D, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,17,1.73745,DLM06D, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,21,1.64884,DLM06D, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,1.53272,DLM06D, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,27,1.46549,DLM06D, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,1.42882,DLM06D, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,1.29743,DLM06D, David Legout& Moreteau (2006  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,12,0.9556,K98A, Karan et al. (1998)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,1.0263,K98A, Karan et al. (1998)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,17,1.0335,K98A, Karan et al. (1998)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,21,0.991,K98A, Karan et al. (1998)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,0.8676,K98A, Karan et al. (1998)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,0.7903,K98A, Karan et al. (1998)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,0.7223,K98A, Karan et al. (1998)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,12,0.9486,K98B,Karan etal (1998),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,1.0205,K98B,Karan etal (1998),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,17,1.0393,K98B,Karan etal (1998),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,21,0.9714,K98B,Karan etal (1998),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,0.9023,K98B,Karan etal (1998),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,0.8447,K98B,Karan etal (1998),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,0.7466,K98B,Karan etal (1998),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,1.061,N40A, Neel (1940  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,19,1.062,N40A, Neel (1940  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,24,0.953,N40A, Neel (1940  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,29,0.784,N40A, Neel (1940  ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,12,0.42521,P01A, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,0.49434,P01A, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,16,0.543235,P01A, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,18,0.553386,P01A, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,21,0.508686,P01A, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,26,0.41811,P01A, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,0.389152,P01A, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,30,0.351406,P01A, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,0.325652,P01A, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,12,0.409695,P01B, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,14,0.474097,P01B, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,16,0.529895,P01B, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,18,0.526595,P01B, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,21,0.488051,P01B, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,26,0.413888,P01B, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,0.395921,P01B, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,30,0.357731,P01B, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,0.340209,P01B, Petavy et al. (2001)  ,,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,10,1.24409,TM61A, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,15,1.18321,TM61A, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,18,1.17948,TM61A, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,22,0.99888,TM61A, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,0.89986,TM61A, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,0.81665,TM61A, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,30,0.74356,TM61A, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,0.67788,TM61A, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,10,1.16197,TM61B, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,15,1.14878,TM61B, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,18,1.1053,TM61B, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,22,0.94324,TM61B, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,0.84685,TM61B, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,0.77689,TM61B, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,30,0.69055,TM61B, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,0.61165,TM61B, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,10,1.14872,TM61C, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,15,1.11164,TM61C, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,18,1.08676,TM61C, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,22,0.94057,TM61C, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,0.87863,TM61C, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,0.75303,TM61C, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,30,0.70913,TM61C, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,0.64345,TM61C, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,10,1.14078,TM61D, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,15,1.1302,TM61D, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,18,1.1053,TM61D, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,22,0.96974,TM61D, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,0.83622,TM61D, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,0.84581,TM61D, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,30,0.77273,TM61D, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,0.72289,TM61D, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,10,1.1355,TM61E, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,15,1.10103,TM61E, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,18,1.10003,TM61E, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,22,0.95121,TM61E, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,25,0.85213,TM61E, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,28,0.76366,TM61E, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,30,0.69586,TM61E, Tantawy & Mallah (1961 ),,,
Drosophila melanogaster  ,Drosophilidae,Diptera,Insecta,31,0.62758,TM61E, Tantawy & Mallah (1961 ),,,
Drosophila persimilis  ,Drosophilidae,Diptera,Insecta,13,1.24,R60C, Ray (1960  ),,,
Drosophila persimilis  ,Drosophilidae,Diptera,Insecta,16,1.2,R60C, Ray (1960  ),,,
Drosophila persimilis  ,Drosophilidae,Diptera,Insecta,19,1.13,R60C, Ray (1960  ),,,
Drosophila persimilis  ,Drosophilidae,Diptera,Insecta,24,0.93,R60C, Ray (1960  ),,,
Drosophila pseudoobscura  ,Drosophilidae,Diptera,Insecta,16,2.35725,D62A, Druger (1962 ),,,
Drosophila pseudoobscura  ,Drosophilidae,Diptera,Insecta,19,2.2305,D62A, Druger (1962 ),,,
Drosophila pseudoobscura  ,Drosophilidae,Diptera,Insecta,25,2.06775,D62A, Druger (1962 ),,,
Drosophila pseudoobscura  ,Drosophilidae,Diptera,Insecta,13,1.28,R60D, Ray (1960  ),,,
Drosophila pseudoobscura  ,Drosophilidae,Diptera,Insecta,16,1.27,R60D, Ray (1960  ),,,
Drosophila pseudoobscura  ,Drosophilidae,Diptera,Insecta,19,1.08,R60D, Ray (1960  ),,,
Drosophila pseudoobscura  ,Drosophilidae,Diptera,Insecta,24,0.84,R60D, Ray (1960  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,12,1.511,D97C, David et al.(1997  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,14,1.52,D97C, David et al.(1997  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,17,1.481,D97C, David et al.(1997  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,21,1.392,D97C, David et al.(1997  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,1.273,D97C, David et al.(1997  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,1.2,D97C, David et al.(1997  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,31,1.087,D97C, David et al.(1997  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,12,0.458,P01C, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,14,0.543,P01C, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,16,0.558,P01C, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.53,P01C, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,21,0.471,P01C, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,26,0.376,P01C, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.347,P01C, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.303,P01C, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,12,0.439,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,14,0.491,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,16,0.518,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.507,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,21,0.448,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,26,0.368,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.338,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.314,P01D, Petavy et al.(2001  ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,10,1.12,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,15,1.04,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.95,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,22,0.947,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,0.754,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.645,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.598,TM61F, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,10,1.064,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,15,1.032,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.937,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,22,0.939,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,0.762,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.667,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.585,TM61G, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,10,1.056,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,15,1.014,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.908,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,22,0.932,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,0.738,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.653,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.577,TM61H, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,10,1.048,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,15,1.027,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,1.014,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,22,0.902,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,0.73,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.677,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.606,TM61I, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,10,1.037,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,15,1.006,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,18,0.921,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,22,0.908,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,25,0.82,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,28,0.698,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila simulans  ,Drosophilidae,Diptera,Insecta,30,0.624,TM61J, Tantawy & Mallah (1961 ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,6,1.93,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,7,2.043,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,8,2.061,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,9,2.095,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,10,2.113,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,12,2.104,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,14,2.052,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,17,1.957,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,21,1.792,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,25,1.627,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,26,1.533,D97B, David et al.(1997  ),,,
Drosophila subobscura  ,Drosophilidae,Diptera,Insecta,27,1.462,D97B, David et al.(1997  ),,,
Drosophila willistoni  ,Drosophilidae,Diptera,Insecta,16,0.67,R60F, Ray (1960  ),,,
Drosophila willistoni  ,Drosophilidae,Diptera,Insecta,19,0.63,R60F, Ray (1960  ),,,
Drosophila willistoni  ,Drosophilidae,Diptera,Insecta,25,0.57,R60F, Ray (1960  ),,,
Drosophila willistoni  ,Drosophilidae,Diptera,Insecta,29,0.41,R60F, Ray (1960  ),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,12,0.475611647,MC05A,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,18,0.365986415,MC05A,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,26,0.309338509,MC05A,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,32,0.343487937,MC05A,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,12,0.743992439,MC05B,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,18,0.57751461,MC05B,McKie & Cranston (2005),,,
Echinocladius martini,Chironomidae,Diptera,Insecta,26,0.506566432,MC05B,McKie & Cranston (2005),,,
