Row,Class,Higher Taxon,Family ,Species ,q25Wkg  ,qWkg,Mg ,TC ,DMg ,WC,Source,
658,Malacostraca,Decapoda ,Pandalidae ,Pandalus jordani ,1,0.25,12.08,5,,,Childress et al. 1990 ,
657,Malacostraca,Decapoda ,Pandalidae ,Pandalus jordani ,0.9617,0.34,12.67,10,,,Childress et al. 1990 ,
656,Malacostraca,Decapoda ,Pandalidae ,Pandalus jordani ,0.68,0.34,12.8,15,,,Childress et al. 1990 ,
660,Malacostraca,Decapoda ,Pandalidae ,Pandalus platyceros ,0.92,0.23,25.4,5,,,Childress et al. 1990 ,
659,Malacostraca,Decapoda ,Pandalidae ,Pandalus platyceros ,0.82,0.41,32.26,15,,,Childress et al. 1990 ,
661,Malacostraca,Decapoda ,Pandalidae ,Pandalus platyceros ,0.9334,0.33,40.89,10,,,Childress et al. 1990 ,
663,Malacostraca,Decapoda ,Xanthidae  ,Panopeus herbstii ,0.5483,0.3877,1,20,,,Leffler 1973 ,
662,Malacostraca,Decapoda ,Xanthidae ,Panopeus herbstii ,0.411,0.2906,10,20,,,Leffler 1973 ,
664,Malacostraca,Decapoda ,Lithodidae,Paralomis multispina ,0.3079,0.067,7.64,3,,,Childress et al. 1990 ,
665,Malacostraca,Decapoda ,Parathelphusidae ,Parathelphusa hydrodromus ,0.3079,0.2177,10,20,,,Kotaiah & Rajabai 1972 ,
666,Malacostraca,Decapoda ,Parathelphusidae  ,Parathelphusa hydrodromus ,0.361,0.2553,10,20,0.353,79.5,Kotaiah & Rajabai 1972 ,
667,Malacostraca,Decapoda ,Pasiphaeidae,Pasiphaea chacei ,1.4194,0.422,1.73,7.5,,,Childress 1975 ,
668,Malacostraca,Decapoda ,Pasiphaeidae ,Pasiphaea chacei ,2.4117,0.717,1.73,7.5,0.353,79.5,Childress 1975 ,
669,Malacostraca,Decapoda ,Pasiphaeidae  ,Pasiphaea emarginata ,0.2705,0.07,11.07,5.5,2.58,76.7,Childress 1975 ,
670,Malacostraca,Decapoda ,Pasiphaeidae,Pasiphaea emarginata ,2.7819,0.72,11.07,5.5,2.58,76.7,Childress 1975 ,
671,Malacostraca,Decapoda ,Pasiphaeidae ,Pasiphaea pacifica ,1.3791,0.41,1.91,7.5,0.37,80.4,Childress 1975 ,
672,Malacostraca,Decapoda ,Pasiphaeidae  ,Pasiphaea pacifica ,1.8163,0.54,1.91,7.5,0.37,80.4,Childress 1975,
674,Malacostraca,Decapoda ,Pasiphaeidae  ,Pasiphaea scotiae,1.339,0.24,1.26,0.2,0.4032,68,Ikeda 1988 ,
673,Malacostraca,Decapoda ,Pasiphaeidae,Pasiphaea scotiae ,1.3297,0.24,0.61,0.3,0.19591,68, Ikeda 1988 ,
675,Malacostraca,Decapoda ,Penaidae,Penaeus sp. ,3.0088,1.239,0.103,12.2,0.01558,84.9,Ikeda 1970 ,
676,Malacostraca,Decapoda ,Pandalidae ,Plesionika sp. ,2.0478,0.53,1.92,5.5,0.43,77.7,Childress 1975 ,
677,Malacostraca,Decapoda ,Pandalidae  ,Plesionika sp. ,4.1342,1.07,1.92,5.5,0.43,77.7,Childress 1975 ,
678,Malacostraca,Decapoda ,Galatheidae,Pleuroncodes planipes ,1.12,0.56,1.9,15,0.47,75.4,Childress 1975 ,
493,Malacostraca,Isopoda ,Porcellionidae ,Porcellio laevis ,1.5712,1.111,0.012,20,,,Byzova 1973 (data of Edney 1964) ,
492,Malacostraca,Isopoda ,Porcellionidae ,Porcellio laevis ,0.7071,0.5,0.18,20,,,Byzova 1973 (data of Edney 1964) ,
497,Malacostraca,Isopoda ,Porcellionidae ,Porcellio scaber ,3.1424,2.222,0.007,20,,,Byzova 1973 (data of Will 1952) ,
494,Malacostraca,Isopoda ,Porcellionidae ,Porcellio scaber ,0.9433,0.667,0.06,20,,,Byzova 1973 (data of Edney & Spencer 1955) ,
495,Malacostraca,Isopoda ,Porcellionidae ,Porcellio scaber ,1.5712,1.111,0.1,20,,,"Byzova 1973 (data of Wieser 1963, 1965) ",
496,Malacostraca,Isopoda ,Porcellionidae ,Porcellio scaber ,1.8851,1.333,0.25,20,,,Byzova 1973 (data of Edney 1964) ,
679,Malacostraca,Decapoda ,Crangonidae ,Sabinea septemcarinata ,1.0748,0.19,4.1,0,,,Schmid 1996 ,
680,Malacostraca,Decapoda ,Crangonidae ,Sclerocrangon ferox ,0.379,0.067,13,0,,,Schmid 1996 ,
688,Malacostraca,Decapoda ,Scyllaridae ,Scylla serrata ,3.1577,2.2328,0.5,20,,,Veerannan 1972 ,
687,Malacostraca,Decapoda , Scyllaridae ,Scylla serrata ,2.523,1.784,1,20,,,Veerannan 1972 ,
685,Malacostraca,Decapoda ,Scyllaridae ,Scylla serrata ,1.9041,1.3464,2,20,,,Veerannan 1972 ,
684,Malacostraca,Decapoda ,Scyllaridae,Scylla serrata ,1.6661,1.1781,3,20,,,Veerannan 1972 ,
683,Malacostraca,Decapoda ,Scyllaridae  ,Scylla serrata ,1.6636,1.911,3.58,27,,,Veerannan 1974 ,
686,Malacostraca,Decapoda ,Scyllaridae,Scylla serrata ,1.9332,1.367,3.58,20,,,Veerannan 1972 ,
682,Malacostraca,Decapoda ,Scyllaridae ,Scylla serrata ,1.3964,0.9874,5,20,,,Veerannan 1972 ,
681,Malacostraca,Decapoda ,Scyllaridae ,Scylla serrata ,1.0711,0.7574,10,20,,,Veerannan 1972 ,
690,Malacostraca,Decapoda ,Sergestidae,Sergestes bisulcatus,1.3011,0.92,2.54,20,,,Cowles et al. 1991 ,
691,Malacostraca,Decapoda ,Sergestidae ,Sergestes bisulcatus ,1.6405,0.58,2.54,10,,,Cowles et al. 1991 ,
689,Malacostraca,Decapoda ,Sergestidae  ,Sergestes bisulcatus  ,1.28,0.32,2.54,5,,,Cowles et al. 1991 ,
692,Malacostraca,Decapoda ,Sergestidae  ,Sergestes fulgens ,1.88,0.47,1.06,5,,,Cowles et al. 1991 ,
693,Malacostraca,Decapoda ,Sergestidae,Sergestes fulgens ,2.4042,0.85,1.06,10,,,Cowles et al. 1991 ,
694,Malacostraca,Decapoda ,Sergestidae ,Sergestes fulgens ,3.5355,2.5,1.06,20,,,Cowles et al. 1991 ,
695,Malacostraca,Decapoda ,Sergestidae  ,Sergestes phorcus ,0.4868,0.126,3.951,5.5,0.89,77.5,Childress 1975  ,
696,Malacostraca,Decapoda ,Sergestidae,Sergestes phorcus ,1.588,0.411,3.951,5.5,0.89,77.5,Childress 1975,
697,Malacostraca,Decapoda ,Sergestidae ,Sergestes similis ,1.3633,0.482,0.57,10,0.133,76.6,Childress 1975 ,
698,Malacostraca,Decapoda ,Sergestidae  ,Sergestes similis ,4.5255,1.6,0.57,10,0.133,76.6,Childress 1975 ,
699,Malacostraca,Decapoda ,Sergestidae,Sergestes tenuiremis ,0.76,0.19,2.61,5,,,Cowles et al. 1991 ,
700,Malacostraca,Decapoda ,Sergestidae ,Sergestes tenuiremis ,0.8344,0.59,2.61,20,,,Cowles et al. 1991 ,
701,Malacostraca,Decapoda ,Sergestidae  ,Sergestes tenuiremis ,1.4142,0.5,2.61,10,,,Cowles et al. 1991 ,
501,Malacostraca,Isopoda ,Serolidae ,Serolis cornuta ,0.487,0.106,1.4,3,,,Luxmoore 1984 ,
505,Malacostraca,Isopoda ,Serolidae ,Serolis cornuta ,2.7293,0.594,1.4,3,0.28,80,Opalinski 1991 ,
500,Malacostraca,Isopoda ,Serolidae ,Serolis cornuta ,0.4181,0.082,1.64,1.5,,,Luxmoore 1984 ,
504,Malacostraca,Isopoda ,Serolidae ,Serolis cornuta ,2.3554,0.462,1.64,1.5,0.328,80.5,Opalinski 1991 ,
499,Malacostraca,Isopoda ,Serolidae ,Serolis cornuta ,0.3224,0.057,2.59,0,,,Luxmoore 1984 ,
503,Malacostraca,Isopoda ,Serolidae ,Serolis cornuta ,1.8215,0.322,2.59,0,0.518,80,Opalinski 1991 ,
498,Malacostraca,Isopoda ,Serolidae ,Serolis cornuta ,0.3076,0.049,2.775,-1.5,,,Luxmoore 1984 ,
502,Malacostraca,Isopoda ,Serolidae ,Serolis cornuta ,1.7261,0.275,2.775,-1.5,0.555,80,Opalinski 1991 ,
509,Malacostraca,Isopoda ,Serolidae ,Serolis polita ,0.4792,0.094,0.3,1.5,0.06,80,Opalinski 1991 ,
508,Malacostraca,Isopoda ,Serolidae ,Serolis polita ,0.4639,0.082,0.305,0,0.061,80,Opalinski 1991 ,
506,Malacostraca,Isopoda ,Serolidae ,Serolis polita ,0.4205,0.067,0.345,-1.5,0.069,80,Opalinski 1991 ,
507,Malacostraca,Isopoda ,Serolidae ,Serolis polita ,0.4503,0.098,0.35,3,0.07,80,Opalinski 1991 ,
704,Malacostraca,Decapoda ,Grapsidae  ,Sesarma quadratus,1.7731,1.2538,2,20,,,Veerannan 1974 ,
705,Malacostraca,Decapoda ,Grapsidae,Sesarma quadratus ,2.388,1.6886,1,20,,,Veerannan 1974 ,
706,Malacostraca,Decapoda ,Grapsidae  ,Sesarma quadratus ,3.3163,2.345,0.5,20,,,Veerannan 1974 ,
703,Malacostraca,Decapoda ,Grapsidae ,Sesarma quadratus ,1.481,1.0472,3,20,,,Veerannan 1974 ,
702,Malacostraca,Decapoda ,Grapsidae,Sesarma quadratus ,1.1821,0.8359,5,20,,,Veerannan 1974 ,
708,Malacostraca,Decapoda ,Sicyoniidae ,Sicyonia igentis ,1.3,0.65,19.03,15,,,Childress et al. 1990 ,
707,Malacostraca,Decapoda ,Sicyoniidae,Sicyonia igentis ,0.6788,0.24,19.26,10,,,Childress et al. 1990 ,
510,Malacostraca,Isopoda ,Asellidae ,Stenasellus virei ,0.82,0.31,0.012,11,,,Hervant et al. 1997 ,
709,Malacostraca,Decapoda ,Polychelidae ,Stereomastis sculpta ,0.1189,0.025,16.76,2.5,,,Childress et al. 1990 ,
710,Malacostraca,Decapoda ,Grapsidae ,Systellaspis cristata ,0.313,0.081,1.39,5.5,0.378,72.8,Childress 1975 ,
711,Malacostraca,Decapoda ,Grapsidae ,Systellaspis cristata ,3.0485,0.789,1.39,5.5,0.378,72.8,Childress 1975 ,
712,Malacostraca,Decapoda ,Oplophoridae ,Systellaspis debilis ,1.2,0.3,1.22,5,,,Cowles et al. 1991 ,
713,Malacostraca,Decapoda ,Oplophoridae ,Systellaspis debilis ,1.3718,0.97,1.22,20,,,Cowles et al. 1991 ,
714,Malacostraca,Decapoda ,Oplophoridae ,Systellaspis debilis ,1.5274,0.54,1.22,10,,,Cowles et al. 1991 ,
715,Malacostraca,Decapoda ,Ocypodidae ,Uca leptodactyla ,0.5319,0.3761,0.27,20,,,Vernberg 1959 ,
716,Malacostraca,Decapoda ,Ocypodidae ,Uca minax ,0.2703,0.1911,6.37,20,,,Vernberg 1959 ,
717,Malacostraca,Decapoda ,Ocypodidae ,Uca mordax ,0.4766,0.337,2.58,20,,,Vernberg 1959 ,
718,Malacostraca,Decapoda ,Ocypodidae ,Uca pugnas ,0.2516,0.1779,2.21,20,,,Silverthorn 1975 ,
719,Malacostraca,Decapoda ,Ocypodidae ,Uca pugnas ,0.324,0.2291,2.26,20,,,Silverthorn 1975 ,
722,Malacostraca,Decapoda ,Ocypodidae ,Uca pugnas ,0.4718,0.3336,2.27,20,,,Silverthorn ,
720,Malacostraca,Decapoda ,Ocypodidae ,Uca pugnas ,0.4134,0.2923,2.61,20,,,Silverthorn 1975 ,
721,Malacostraca,Decapoda ,Ocypodidae ,Uca pugnas ,0.4284,0.3029,3,20,,,Vernberg 1959 ,
724,Malacostraca,Decapoda ,Ocypodidae ,Uca rapax ,0.5951,0.4208,2.48,20,,,Vernberg 1959 ,
723,Malacostraca,Decapoda ,Ocypodidae ,Uca rapax ,0.5234,0.3701,3.85,20,,,Vernberg 1959 ,
725,Malacostraca,Decapoda ,Ocypodidae ,Uca thayeri ,0.3651,0.2582,4.65,20,,,Vernberg 1959 ,
737,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.7662,0.5418,0.906,20,,,Abolmasova 1969 ,
736,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.6107,0.4318,1.91,20,,,Abolmasova 1969 ,
734,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.5268,0.3725,2.5,20,,,Abolmasova 1969 ,
733,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.503,0.3557,3.06,20,,,Abolmasova 1969 ,
735,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.5432,0.3841,3.9,20,,,Abolmasova 1969 ,
732,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.4871,0.3444,4.61,20,,,Abolmasova 1969 ,
728,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.3953,0.2795,5.8,20,,,Abolmasova 1969 ,
731,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.4837,0.342,6.2,20,,,Abolmasova 1969 ,
726,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.3294,0.2329,8.31,20,,,Abolmasova 1969 ,
730,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.4121,0.2914,11.3,20,,,Abolmasova 1969 ,
729,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.3956,0.2797,13.7,20,,,Abolmasova 1969 ,
727,Malacostraca,Decapoda ,Xanthidae ,Xantho hydrophilus ,0.3462,0.2448,16.52,20,,,Abolmasova 1969 ,
4,Maxillopoda,Copepoda ,Acartiidae ,Acartia clausi ,13.6,3.4,0.000021,5,0.0000041,?80 ,Conover 1960 ,
6,Maxillopoda,Copepoda ,Acartiidae ,Acartia clausi ,15.8,4.2,0.000022,5.9,0.0000044,?80 ,Conover 1960 ,
5,Maxillopoda,Copepoda ,Acartiidae ,Acartia clausi ,14.4,3.6,0.000024,5,0.0000047,?80 ,Conover 1960 ,
2,Maxillopoda,Copepoda ,Acartiidae ,Acartia clausi ,7.5,2,0.000025,5.9,0.0000049,?80 ,Conover 1960 ,
1,Maxillopoda,Copepoda ,Acartiidae ,Acartia clausi ,5.252,2.626,0.0000275,15,0.0000055,80,Nival et al. 1972 ,
8,Maxillopoda,Copepoda ,Acartiidae ,Acartia clausi ,17.6,4.4,0.000036,5,0.0000072,?80 ,Conover 1960 ,
7,Maxillopoda,Copepoda ,Acartiidae ,Acartia clausi ,16.3,4.25,0.000037,5.6,0.0000073,?80 ,Conover 1960 ,
3,Maxillopoda,Copepoda ,Acartiidae ,Acartia clausi ,8.3145,4.1,0.0000425,14.8,0.0000085,?80 ,Ikeda et al. 2001 ,
9,Maxillopoda,Copepoda ,Acartiidae ,Acartia latisetosa ,11.7,8.3,0.0000297,20,,,Pavlova 1961 ,
10,Maxillopoda,Copepoda ,Acartiidae ,Acartia longiremis ,11.1665,3.84,0.0000405,9.6,0.0000081,?80 ,Ikeda et al. 2001 ,
11,Maxillopoda,Copepoda ,Acartiidae ,Acartia pacifica ,6.158,6.6,0.000039,26,0.0000078,?80 ,Ikeda et al. 2001 ,
12,Maxillopoda,Copepoda ,Acartiidae ,Acartia tonsa ,10.9572,8.9,0.000035,22,0.000007,?80 ,Ikeda et al. 2001 ,
13,Maxillopoda,Copepoda ,Arietellidae ,Arietellus cf. plumifer ,0.88,0.22,0.0095,5,,,Thuesen et al. 1998 ,
14,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus bradyi ,0.5788,0.135,0.0299,4,0.0084,72,Childress 1975 ,
16,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus bradyi ,1.5862,0.37,0.0299,4,0.0084,0.069 72 ,Childress 1975 ,
18,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus bradyi ,1.071,0.21,0.053,1.5,,,Thuesen et al. 1998 ,
15,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus bradyi ,0.816,0.204,0.0555,5,,,Thuesen et al. 1998 ,
17,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus bradyi ,0.736,0.184,0.0756,5,,,Thuesen et al. 1998 ,
19,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus princeps ,0.228,0.059,0.0355,5.5,0.007,80.2,Childress 1975 ,
20,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus princeps ,1.2634,0.327,0.0355,5.5,0.007,80.2,Childress 1975 ,
21,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus richard ,0.732,0.183,0.038,5,,,Thuesen et al. 1998 ,
23,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus richardi ,1.193,0.234,0.0377,1.5,,,Thuesen et al. 1998 ,
22,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus richardi ,0.532,0.133,0.056,5,,,Thuesen et al. 1998 ,
24,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus sp. ,1.67,0.42,0.0895,5.1,0.0179,?80 ,Conover 1960 ,
25,Maxillopoda,Copepoda ,Megacalanidae ,Bathycalanus sp. A ,0.816,0.204,0.0572,5,,,Thuesen et al. 1998 ,
28,Maxillopoda,Copepoda ,Calanidae ,Calanoides acutus ,3.8652,0.66,0.0011,-0.5,0.000218,?80 ,Ikeda et al. 2001 ,
27,Maxillopoda,Copepoda ,Calanidae ,Calanoides acutus ,3.3841,0.59,0.002,-0.2,0.000394,?80 ,Ikeda et al. 2001 ,
26,Maxillopoda,Copepoda ,Calanidae ,Calanoides acutus ,0.9108,0.161,0.003329,0,0.00079,76.3,Kawall et al. 2001 ,
29,Maxillopoda,Copepoda ,Pontellidae ,Calanopia elliptica ,4.7079,5.56,0.00028,27.4,0.000056,?80 ,Ikeda et al. 2001 ,
32,Maxillopoda,Copepoda ,Calanidae ,Calanus cristatus ,3.1012,1.167,0.00704,10.9,0.00138,,Ikeda 1971 ,
34,Maxillopoda,Copepoda ,Calanidae ,Calanus cristatus ,7.0211,2.161,0.00755,8,0.00148,,Ikeda 1971 ,
35,Maxillopoda,Copepoda ,Calanidae ,Calanus cristatus ,7.4097,2.394,0.0076,8.7,0.00149,,Ikeda 1971 ,
30,Maxillopoda,Copepoda ,Calanidae ,Calanus cristatus ,2.8473,1.094,0.00862,11.2,0.00169,,Ikeda 1971 ,
31,Maxillopoda,Copepoda ,Calanidae ,Calanus cristatus ,2.9639,1.1,0.00908,10.7,0.00178,,Ikeda 1971 ,
33,Maxillopoda,Copepoda ,Calanidae ,Calanus cristatus ,6.0946,1.85,0.00918,7.8,0.0018,,Ikeda 1971 ,
37,Maxillopoda,Copepoda ,Calanidae ,Calanus finmarchicus ,3.6,1.06,0.00094,7.5,0.000188,?80 ,Conover 1960 ,
38,Maxillopoda,Copepoda ,Calanidae ,Calanus finmarchicus ,7,1.25,0.0015,0.1,0.000387,73.5,Ikeda & Skjoldal 1989 ,
36,Maxillopoda,Copepoda ,Calanidae ,Calanus finmarchicus ,1.6,0.5,0.0017,8,0.000344,?80 ,Conover 1960 ,
39,Maxillopoda,Copepoda ,Calanidae ,Calanus glacialis ,7.8,1.73,0.002,3.5,0.00041,79.7,Ikeda & Skjoldal 1989 , 
40,Maxillopoda,Copepoda ,Calanidae ,Calanus glacialis ,7.83,1.34,0.0024,-0.5,0.000662,76.6,Ikeda & Skjoldal 1989 , 
41,Maxillopoda,Copepoda ,Calanidae ,Calanus helgolandicus ,7.818,3.909,0.000415,15,0.000086,83,Nival et al. 1972 ,
42,Maxillopoda,Copepoda ,Calanidae ,Calanus helgolandicus ,12.6912,4.487,0.000595,10,0.000119,80,Nival et al. 1972 ,
47,Maxillopoda,Copepoda ,Calanidae ,Calanus hyperboreus ,3.72,0.7,0.0081,0.9,0.00194,76.1,Ikeda & Skjoldal 1989 ,
48,Maxillopoda,Copepoda ,Calanidae ,Calanus hyperboreus ,3.9,0.68,0.0085,-0.3,0.00268,68.6,Ikeda & Skjoldal 1989 ,
44,Maxillopoda,Copepoda ,Calanidae ,Calanus hyperboreus ,1.36,0.48,0.012,10,0.00362,?71 ,Conover 1960 ,
46,Maxillopoda,Copepoda ,Calanidae ,Calanus hyperboreus ,3.7,0.67,0.012,1.3,0.00395,68,Ikeda & Skjoldal 1989 ,
43,Maxillopoda,Copepoda ,Calanidae ,Calanus hyperboreus ,1.05,0.37,0.013,10,0.00368,?71 ,Conover 1960 ,
49,Maxillopoda,Copepoda ,Calanidae ,Calanus pacificus ,8.319,4.778,0.000513,17,0.00009,82.5,Ikeda 1970 ,
51,Maxillopoda,Copepoda ,Calanidae ,Calanus propinquus ,5.4,0.89,0.0042,-1,0.000847,?80 ,Ikeda & Mitchell 1982 ,
50,Maxillopoda,Copepoda ,Calanidae ,Calanus propinquus ,1.6631,0.294,0.004718,0,0.00101,78.5,Kawall et al. 2001 ,
53,Maxillopoda,Copepoda ,Calanidae ,Calanus propinquus ,7.6,1.26,0.0052,-1,0.00104,?80 ,Ikeda & Mitchell 1982 ,
52,Maxillopoda,Copepoda ,Calanidae ,Calanus propinquus ,7.0936,1.17,0.0056,-1,0.00104,81.4,Ikeda 1988 ,
54,Maxillopoda,Copepoda ,Calanidae ,Calanus tonsus ,13.2049,2.178,0.001,-1,0.0002,90,Opalinski 1991 ,
55,Maxillopoda,Copepoda ,Calanidae ,Calanus vulgaris ,16.6955,23.611,0.00106,30,0.00022,79.2,Ikeda 1970 ,
56,Maxillopoda,Copepoda ,Candaciidae  ,Candacia aethiopica ,16.4076,21.278,0.00046,28.75,0.000065,85.9,Ikeda 1970 ,
58,Maxillopoda,Copepoda ,Candaciidae ,Candacia columbiae ,1.9341,0.544,0.00312,6.7,0.0006,80.8,Ikeda 1970 ,
57,Maxillopoda,Copepoda ,Candaciidae,Candacia columbiae ,0.7091,0.194,0.00367,6.3,0.00042,88.6,Ikeda 1970 ,
59,Maxillopoda,Copepoda ,Candaciidae ,Candacia sp. ,20.43,10.215,0.000155,15,0.000031,80,Nival et al. 1972 , 
60,Maxillopoda,Copepoda ,Centropaidae ,Centropages abdominaris ,10.5227,5.6,0.000085,15.9,0.000017,?80 ,Ikeda et al. 2001 , 
61,Maxillopoda,Copepoda ,Centropaidae ,Centropages brachiatus ,13.4364,6.4,0.0001,14.3,0.00002,?80 ,Ikeda et al. 2001 , 
62,Maxillopoda,Copepoda ,Centropaidae ,Centropages kroyeri ,9.4,6.7,0.000039,20,,,Pavlova 1961 , 
63,Maxillopoda,Copepoda ,Centropaidae ,Centropages trispinosus ,34.6199,24.48,0.000066,20,,,Rajagopal 1962 , 
64,Maxillopoda,Copepoda ,Centropaidae ,Centropages trispinosus ,35.5964,46.97,0.000066,29,0.000013,80.4,Rajagopal 1962 ,
65,Maxillopoda,Copepoda ,Clausocalanidae ,Clausocalanus furcatus ,20.844,14.739,0.000019,20,,,Pavlova 1975 ,
66,Maxillopoda,Copepoda ,Halocyprididae ,Conchoecia sp. ,17.709,12.522,0.000045,20,,,Pavlova 1975 ,
67,Maxillopoda,Copepoda ,Corycaeidae ,Corycaeus typicus ,7.766,3.883,0.0000515,15,0.0000103,80,Nival et al. 1972 ,
68,Maxillopoda,Copepoda ,Heterorhabdidae ,Disseta grandis ,0.692,0.173,0.0114,5,,,Thuesen et al. 1998 ,
69,Maxillopoda,Copepoda ,Heterorhabdidae ,Disseta scopularis ,0.332,0.083,0.0195,5,,,Thuesen et al. 1998 ,
70,Maxillopoda,Copepoda ,Heterorhabdidae ,Disseta scopularis ,0.693,0.136,0.0257,1.5,,,Thuesen et al. 1998 ,
71,Maxillopoda,Copepoda ,Aetideidae ,Euatideus giesbrechti ,5.94,4.2,0.000215,20,,,Pavlova 1975 ,
72,Maxillopoda,Copepoda ,Augauptilidae ,Euaugaptilus antarcticus ,0.512,0.128,0.0225,5,,,Thuesen et al. 1998 ,
73,Maxillopoda,Copepoda ,Augauptilidae ,Euaugaptilus magnus ,0.288,0.072,0.0309,5,,,Thuesen et al. 1998 ,
74,Maxillopoda,Copepoda ,Augauptilidae ,Euaugaptilus nodifrons ,0.28,0.07,0.0597,5,,,Thuesen et al. 1998 ,
76,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus attenuatus ,6.2151,7.34,0.000685,27.4,0.000137,?80 ,Ikeda et al. 2001 ,
75,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus attenuatus ,2.398,1.199,0.001389,15,0.00025,82,Nival et al. 1972 ,
79,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus bungii ,3.247,0.87,0.005,6,0.00101,?80 ,Ikeda et al. 2001 ,
78,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus bungii ,2.2367,0.589,0.00807,5.75,0.00081,90,Ikeda 1970 ,
77,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus bungii ,1.8496,0.506,0.00822,6.3,0.00093,88.7,Ikeda 1970 ,
80,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus crassus ,10.8093,15.5,0.00207,30.2,0.00036,82.6,Ikeda 1970 ,
82,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus elongatus ,5.206,2.603,0.00054,15,0.000108,80,Nival et al. 1972 ,
81,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus elongatus ,1.87,1.322,0.001786,20,,,Pavlova 1975 ,
84,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus marina ,11.6954,15.167,0.00082,28.75,0.000119,85.5,Ikeda 1970 ,
83,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus marina ,8.4832,10.444,0.00143,28,0.000234,83.7,Ikeda 1970 ,
85,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus monachus ,16.8143,24.111,0.00145,30.2,0.00022,79.2,Ikeda 1970 ,
86,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus mucronatus ,3.8106,5.389,0.00072,30,0.00018,80.6,Ikeda 1970 ,
88,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus subcrassus ,18.2278,12.89,0.000191,20,,,Rajagopal 1962 ,
89,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus subcrassus ,19.0457,25.13,0.000191,29,0.0000375,80.4,Rajagopal 1962 ,
87,Maxillopoda,Copepoda ,Eucalanidae ,Eucalanus subcrassus ,7.5024,7,0.00052,24,0.000104,?80 ,Ikeda et al. 2001 ,
90,Maxillopoda,Copepoda ,Euchaetidae ,Euchaeta antarctica ,1.0069,0.178,0.003,0,0.0006,80,Opalinski 1991 ,
91,Maxillopoda,Copepoda ,Euchaetidae ,Euchaeta marina ,5.466,5.1,0.00146,24,0.000291,?80 ,Ikeda et al. 2001 ,
93,Maxillopoda,Copepoda ,Euchaetidae ,Euchaeta plana ,12.3641,15.222,0.00095,28,0.000158,83.4,Ikeda 1970 , 
92,Maxillopoda,Copepoda ,Euchaetidae ,Euchaeta plana ,1.116,0.7891,0.003,20,,,Opalinski 1991 ,
94,Maxillopoda,Copepoda ,Lucicitiidae ,Euchirella amoena ,9.1606,11.278,0.00266,28,0.00056,79,Ikeda 1970 , 
95,Maxillopoda,Copepoda ,Lucicitiidae ,Euchirella bitumida ,1.196,0.299,0.0094,5,,,Thuesen et al. 1998 ,
96,Maxillopoda,Copepoda ,Lucicitiidae ,Euchirella bitumida ,1.417,0.278,0.0128,1.5,,,Thuesen et al. 1998 ,
97,Maxillopoda,Copepoda ,Lucicitiidae ,Euchirella maxima ,1.012,0.253,0.0188,5,,,Thuesen et al. 1998 ,
98,Maxillopoda,Copepoda ,Lucicitiidae ,Euchirella rostrata ,3.234,1.617,0.00158,15,0.000316,80,Nival et al. 1972 ,
100,Maxillopoda,Copepoda ,Lucicitiidae ,Euchirella rostrata ,4.5,1.25,0.0041,6.5,0.00082,?80 ,Conover 1960 ,
